50.723	78.854	72.787
26.755	32.845	2.137
8.336	47.374	5.059
82.691	73.985	24.561
33.103	33.417	3.159
56.265	84.584	39.395
6.894	50.135	73.8
63.709	84.225	56.076
76.236	30.195	53.719
76.967	86.206	38.503
22.962	46.842	85.075
22.687	79.089	22.292
24.533	47.122	82.002
41.013	30.914	84.309
24.058	70.028	20.888
69.23	81.267	4.227
31.372	49.918	30.892
50.923	44.814	70.062
30.554	67.92	11.572
53.2	83.203	55.645
69.172	40.871	19.776
5.177	47.886	2.942
50.517	66.555	10.781
25.994	53.355	79.549
87.682	30.094	39.368
89.572	86.604	55.727
26.887	38.609	82.936
19.578	55.766	16.043
86.512	85.124	50.893
23.487	73.17	85.767
9.833	87.672	19.96
48.965	31.043	72.597
48.979	76.04	28.675
30.411	44.428	1.942
49.226	41.577	25.401
23.52	50.078	80.378
81.667	30.534	56.565
12.58	63.002	16.225
51.953	76.858	33.836
69.496	4.103	52.159
83.996	35.165	8.984
41.881	83.201	31.99
65.214	87.194	29.112
57.375	78.598	29.892
40.623	72.535	29.914
49.673	32.178	69.189
41.156	60.09	7.02
81.744	40.241	78.036
29.557	80.392	89.275
48.212	41.065	74.41
77.777	47.718	33.938
75.239	78.929	41.096
59.789	35.657	61.83
48.369	40.737	74.863
22.904	49.946	88.151
79.857	87.29	37.833
76.355	84.752	26.662
79.164	82.891	51.948
67.219	52.198	66.359
9.677	50.899	3.692
44.057	89.563	31.598
30.793	39.099	6.218
34.3	40.624	87.218
73.962	20.354	68.386
44.21	50.939	5.727
6.51	48.013	86.943
22.484	33.207	5.018
66.458	78.003	42.669
14.198	25.553	4.312
57.54	85.863	72.471
27.434	76.554	8.092
20.051	33.812	22.676
59.487	86.989	57.087
13.604	70.711	13.824
18.37	79.557	11.014
88.357	64.064	21.891
8.732	53.144	67.711
51.772	85.936	36.489
59.262	71.236	71.476
39.129	43.529	74.943
85.652	16.504	8.141
34.894	49.188	78.689
57.99	21.963	62.377
7.312	31.307	77.492
16.834	51.725	9.174
55.788	72.794	17.392
57.872	33.274	58.306
24.857	29.046	85.537
16.867	60.573	17.403
29.752	35.183	84.699
21.693	52.443	62.179
58.111	80.039	10.591
12.967	62.271	13.651
68.579	40.098	75.042
19.04	35.881	3.192
71.74	27.244	64.107
17.743	51.515	83.974
50.962	84.61	49.608
24.528	59.304	75.943
36.393	67.302	24.313
60.136	71.46	23.418
16.054	66.06	28.021
64.42	86.699	32.993
68.952	88.858	64.217
26.165	78.938	87.517
39.181	78.246	14.409
85.567	89.711	45.444
12.89	44.707	72.204
27.914	49.114	17.568
42.488	72.264	22.284
81.024	89.178	41.747
61.35	41.028	67.59
85.754	89.586	62.086
37.591	75.971	13.829
56.035	49.144	9.74
3.197	88.956	54.178
42.035	46.926	3.821
35.012	75.932	3.087
71.048	28.749	43.43
51.733	82.177	53.977
43.197	81.815	28.291
55.919	34.973	56.186
46.369	84.691	63.904
22.682	36.291	2.197
24.676	46.017	82.661
18.383	55.195	82.309
84.227	10.319	42.271
5.169	42.782	8.531
35.078	73.079	47.078
68.59	51.6	9.517
14.574	18.21	75.69
23.034	60.045	12.077
45.809	19.213	55.332
53.667	33.37	70.098
58.696	50.112	27.016
88.434	25.524	6.683
62.377	75.168	16.516
15.326	49.208	12.184
39.615	76.079	61.286
18.9	51.785	89.629
25.396	60.731	42.315
0.387	76.004	76.467
24.745	43.785	64.39
18.99	45.098	26.036
64.124	83.363	41.458
23.001	38.709	82.123
6.419	53.621	85.119
28.925	44.275	1.675
46.144	82.232	20.768
55.634	89.236	60.212
86.427	63.419	74.962
10.849	33.55	79.491
1.269	52.2	73.858
41.626	35.803	74.583
45.21	77.212	23.759
21.443	48.933	7.551
32.1	37.211	78.025
79.406	79.808	22.295
67.161	83.55	40.467
63.533	75.692	33.732
23.259	52.644	10.215
87.709	69.17	81.367
51.536	41.254	51.492
2.019	45.898	87.668
64.31	74.069	42.378
70.457	47.377	76.539
63.041	83.791	43.244
15.357	78.796	2.763
68.733	83.226	53.359
14.881	47.234	6.337
7.586	61.502	10.674
77.681	87.101	28.373
77.898	83.198	41.085
48.503	67.567	11.305
54.606	34.103	59.669
26.758	42.462	0.827
14.81	53.183	2.063
62.533	84.257	34.586
34.435	73.799	69.908
22.501	48.856	89.599
27.332	45.763	89.918
83.988	86.45	55.299
78.247	88.19	44.265
63.723	81.355	16.985
80.159	18.548	18.381
49.844	86.7	47.471
53.868	62.964	29.81
89.569	85.047	58.872
9.984	55.101	2.304
11.371	30.778	0.596
20.564	45.029	78.574
19.795	78.285	19.46
61.415	30.531	38.234
68.917	81.907	38.83
25.382	69.115	86.185
35.023	44.617	88.44
68.56	57.814	87.624
5.26	61.452	11.687
31.968	45.561	86.91
22.157	49.238	1.901
49.044	46.375	73.561
61.693	58.051	28.422
35.918	45.671	89.698
40.425	28.006	67.851
2.631	64.264	4.793
17.433	47.824	4.535
35.55	40.999	80.568
39.854	44.335	87.926
37.742	55.598	21.081
7.323	57.967	7.312
21.517	45.106	84.391
50.042	81.584	32.018
59.787	79.104	39.406
70.144	22.853	27.387
37.168	78.535	61.229
66.804	28.273	48.558
42.409	41.315	85.839
37.981	88.337	79.31
48.789	45.898	86.319
65.222	88.608	47.819
75.915	81.928	24.731
31.276	42.993	80.793
1.055	56.687	11.907
26.5	52.216	6.677
30.197	60.835	11.396
87.078	36.465	26.217
75.86	66.028	27.395
2.17	46.395	89.316
38.799	48.668	82.727
29.892	44.515	3.856
89.459	29.028	49.857
22.778	35.165	74.08
19.856	82.166	21.377
54.711	33.79	78.533
32.309	29.62	67.549
31.718	49.206	84.199
75.094	42.059	86.193
84.507	83.075	44.268
24.14	58.319	10.643
9.465	36.752	6.131
52.827	79.127	50.923
0.629	75.704	30.084
30.337	39.312	4.364
50.55	57.835	25.747
37.259	28.125	83.869
80.584	72.662	60.569
34.995	87.287	26.308
37.044	46.607	0.162
54.343	88.772	45.839
13.879	46.187	84.13
52.956	22.513	68.167
29.016	53.944	6.554
79.642	83.951	23.484
1.239	47.881	74.399
32.166	68.838	70.845
33.092	80.154	43.991
76.843	71.828	21.545
25.036	52.289	16.711
50.333	23.228	7.196
52.277	72.896	39.709
63.852	79.833	51.61
8.02	73.258	24.679
77.618	18.641	50.302
85.718	43.402	34.679
80.623	87.609	38.497
79.826	86.735	56.595
62.061	11.745	21.408
83.685	86.262	17.757
18.142	35.225	2.565
61.976	80.316	48.174
2.612	66.869	25.39
32.65	72.119	26.211
73.259	33.844	23.141
81.345	79.106	30.507
14.577	67.979	23.141
37.297	34.448	88.094
69.683	25.251	67.98
35.317	53.616	7.636
32.647	13.72	66.483
53.192	82.555	51.928
18.029	50.083	3.977
48.63	74.171	26.558
4.065	50.844	72.597
29.461	28.723	75.517
28.17	88.449	49.487
72.55	68.448	50.953
78.214	48.133	17.087
61.8	84.642	46.748
23.473	43.231	87.704
43.186	23.514	45.007
53.975	78.187	9.226
31.908	64.586	21.603
67.164	78.024	39.678
76.283	81.453	38.961
73.995	77.24	9.149
3.969	63.127	78.428
39.038	61.544	10.468
25.203	82.518	50.541
54.12	80.493	46.529
3.046	39.453	21.067
80.244	27.552	65.552
3.488	45.009	19.779
30.035	69.584	26.308
68.54	13.248	40.181
41.81	70.322	30.738
22.262	56.084	3.345
48.13	28.317	86.902
89.978	85.368	21.984
16.639	40.168	67.793
84.595	18.238	49.437
63.283	87.233	43.872
28.848	56.226	8.976
35.819	44.323	1.98
47.594	30.352	60.517
8.559	70.781	11.346
26.365	37.551	18.727
25.536	48.942	12.264
11.22	51.883	83.191
75.602	85.456	48.836
14.203	52.408	77.637
20.751	81.375	14.365
8.924	52.988	82.743
54.565	32.896	63.789
38.945	74.421	20.715
70.765	24.946	61.08
84.435	80.557	23.369
56.669	82.214	33.457
0.294	43.767	15.549
66.546	67.714	21.781
18.07	44.523	81.647
4.966	89.444	60.605
7.779	38.757	17.238
0.324	66.808	76.561
27.533	88.263	54.524
5.812	30.279	80.931
69.837	15.003	39.214
87.061	37.58	68.381
57.213	89.514	42.991
8.668	39.315	82.51
0.214	40.614	73.657
32.922	62.622	1.516
87.781	78.981	39.113
43.422	62.111	19.309
18.219	53.801	15.447
61.393	83.247	0.423
84.474	24.88	48.366
20.71	47.329	84.284
82.543	52.379	37.204
6.109	51.75	86.723
23.995	52.879	15.917
62.83	89.334	38.385
32.169	44.172	89.401
57.024	85.861	33.691
10.948	83.39	21.74
12.687	50.13	87.371
5.26	37.574	11.058
58.287	33.06	65.055
23.646	50.324	0.001
1.857	67.907	47.006
5.205	48.374	8.762
54.12	78.103	24.388
67.183	20.168	76.931
36.174	47.315	82.826
19.485	45.377	0.093
38.404	33.471	86.872
8.918	55.59	78.969
49.682	31.01	87.61
37.091	68.602	20.765
54.546	39.65	70.312
84.048	39.954	42.697
39.684	56.971	87.503
31.754	34.67	4.326
73.319	89.967	41.189
9.344	51.707	83.117
49.391	77.577	74.58
60.342	87.15	36.69
22.47	42.369	9.097
9.937	69.668	19.99
39.747	55.029	5.493
53.824	85.907	42.7
50.786	34.982	72.388
18.048	43.812	11.108
63.767	87.308	33.196
54.433	55.649	82.375
74.143	88.704	43.474
19.771	51.049	76.377
67.255	74.978	34.855
18.762	41.682	88.943
32.867	79.264	22.852
0.981	46.126	86.943
42.035	43.341	6.262
67.23	69.711	35.251
17.309	53.445	17.411
19.82	51.081	8.66
71.658	25.65	54.14
63.654	68.962	26.731
46.141	81.292	23.987
0.939	78.683	87.179
30.051	84.41	77.703
23.674	26.693	73.355
82.136	85.528	43.598
35.383	52.359	80.56
56.48	89.196	45.905
34.413	42.015	84.655
12.646	84.167	87.407
83.243	84.712	41.115
55.373	45.386	70.023
40.115	71.037	15.785
0.379	42.962	1.838
8.99	52.639	11.877
51.245	40.422	65.151
83.853	83.071	47.83
43.095	37.396	87.176
54.266	86.958	45.606
37.187	42.275	73.309
17.255	40.304	1.535
70.864	88.615	42.098
23.045	58.37	13.195
10.652	35.588	10.599
15.033	33.938	80.442
61.237	64.863	20.004
11.525	37.737	82.524
70.853	46.177	81.598
7.103	48.003	71.18
34.916	56.228	9.583
9.965	69.702	0.525
61.696	79.739	48.317
14.851	48.432	4.09
72.366	84.174	29.886
66.23	39.21	85.224
3.497	49.708	78.98
15.151	28.46	88.863
65.761	61.293	3.23
31.298	48.691	83.614
27.233	38.446	0.997
0.025	36.845	80.049
85.372	82.006	27.371
5.164	83.647	74.289
2.733	35.222	10.97
24.124	40.935	0.714
0.722	46.864	82.543
17.955	52.852	13.634
11.275	40.546	88.289
62.094	77.246	31.378
61.545	38.045	60.061
62.879	54.881	21.677
47.781	81.789	52.868
44.455	79.925	23.808
13.593	46.354	1.697
49.044	23.802	70.361
19.243	34.544	4.634
55.43	52.007	39.376
64.489	83.559	34.537
26.541	51.227	6.894
23.783	74.158	11.525
78.489	67.217	56.57
43.307	28.901	76.701
12.681	10.191	8.993
79.848	85.652	68.362
85.559	74.052	57.713
73.756	27.351	42.573
78.173	28.937	51.006
23.967	38.642	12.022
30.403	37.324	88.143
52.574	50.297	82.57
51.761	42.808	4.408
13.873	40.13	0.835
50.758	87.334	55.944
48.435	17.934	51.585
56.713	40.587	64.223
6.691	72.262	19.751
84.048	74.167	71.306
16.587	39.334	13.288
76.143	87.758	44.345
67.219	80.878	33.817
6.834	37.312	5.743
20.059	56.366	9.918
4.285	88.618	80.06
62.929	41.426	8.553
60.674	47.881	16.392
27.401	37.769	87.674
28.818	45.856	4.735
86.116	82.955	37.978
64.599	88.487	50.341
68.34	14.383	25.006
28.082	46.116	3.098
69.919	55.475	7.938
50.827	80.591	42.068
67.969	80.282	51.214
54.51	40.648	38.717
20.732	49.047	13.343
59.49	88.218	32.087
33.292	77.484	37.022
17.903	52.26	89.824
57.062	87.707	7.301
47.608	6.302	9.152
58.987	71.896	14.615
1.588	60.136	89.294
75.55	52.481	47.451
46.935	50.16	88.921
230.723	78.854	72.787
206.755	32.845	2.137
188.336	47.374	5.059
262.691	73.985	24.561
213.103	33.417	3.159
236.265	84.584	39.395
186.894	50.135	73.8
243.709	84.225	56.076
256.236	30.195	53.719
256.967	86.206	38.503
202.962	46.842	85.075
202.687	79.089	22.292
204.533	47.122	82.002
221.013	30.914	84.309
204.058	70.028	20.888
249.23	81.267	4.227
211.372	49.918	30.892
230.923	44.814	70.062
210.554	67.92	11.572
233.2	83.203	55.645
249.172	40.871	19.776
185.177	47.886	2.942
230.517	66.555	10.781
205.994	53.355	79.549
267.682	30.094	39.368
269.572	86.604	55.727
206.887	38.609	82.936
199.578	55.766	16.043
266.512	85.124	50.893
203.487	73.17	85.767
189.833	87.672	19.96
228.965	31.043	72.597
228.979	76.04	28.675
210.411	44.428	1.942
229.226	41.577	25.401
203.52	50.078	80.378
261.667	30.534	56.565
192.58	63.002	16.225
231.953	76.858	33.836
249.496	4.103	52.159
263.996	35.165	8.984
221.881	83.201	31.99
245.214	87.194	29.112
237.375	78.598	29.892
220.623	72.535	29.914
229.673	32.178	69.189
221.156	60.09	7.02
261.744	40.241	78.036
209.557	80.392	89.275
228.212	41.065	74.41
257.777	47.718	33.938
255.239	78.929	41.096
